,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,artist2,letras
48,Guillotine,"['Jon Bellion', 'Travis Mendes']",2016-06-10,False,spotify:track:2p2aCtErYX6UaFxyfpVvWC,51,Edu,https://open.spotify.com/track/2p2aCtErYX6UaFxyfpVvWC,0.574,0.803,4,-3.17,0,0.186,0.102,4.15e-06,0.0861,0.647,97.967,audio_features,2p2aCtErYX6UaFxyfpVvWC,https://api.spotify.com/v1/tracks/2p2aCtErYX6UaFxyfpVvWC,https://api.spotify.com/v1/audio-analysis/2p2aCtErYX6UaFxyfpVvWC,208125,4,Jon Bellion,"[Verse 1: Jon Bellion]Sleep on meFeel the rhythm in my chest, just breatheI will staySo the lantern in your heart won't fade[Chorus: Jon Bellion]The secrets you tell me, I'll take to my graveThere's bones in my closet, but you hang stuff anywayAnd if you have nightmares, we'll dance on the bedI know that you love me, love meEven when I lose my headGuillotine, guillotineEven when I lose my headGuillotine, guillotineEven when I lose my head[Verse 2: Jon Bellion]Kiss my lipsFeel the rhythm of your heart and hipsI will praySo the castle that we've built won't cave[Chorus: Jon Bellion]The secrets you tell me, I'll take to my graveThere's bones in my closet, but you hang stuff anywayAnd if you have nightmares, we'll dance on the bedI know that you love me, love meEven when I lose my headGuillotine, guillotineEven when I lose my headGuillotine, guillotineEven when I lose my head[Bridge: Jon Bellion & Travis Mendes]You fill me up, you fill me upYou set my soul ablazeYou fill me up, you fill me upYour love is so amazingYou fill me up, you fill me upYou set my soul ablazeYou fill me up even when I lose my head"
49,Break My Baby,KALEO,2020-04-17,False,spotify:track:3jxhrvttYoLm3BPfL37gcI,32,Edu,https://open.spotify.com/track/3jxhrvttYoLm3BPfL37gcI,0.529,0.755,10,-3.917,0,0.0383,0.106,0.000607,0.157,0.383,73.998,audio_features,3jxhrvttYoLm3BPfL37gcI,https://api.spotify.com/v1/tracks/3jxhrvttYoLm3BPfL37gcI,https://api.spotify.com/v1/audio-analysis/3jxhrvttYoLm3BPfL37gcI,265558,4,KALEO,"[Verse 1]Sun is down on east sideWhile we all turn a blind eyeYou know I’ve got your backBut would you ever do that for me?For me? For me? For me?[Verse 2]Well, Billy boy, he’s giftedYou know you can’t deny itDon’t leave us empty-handed'Cause you know we don’t deserve that from youFrom you, from you, from you[Chorus]I want to break my babyYou know she loves to fake itI want to break my baby, yeahHold her downBring her down nowOh, now[Verse 3]They’ll take you in and spit you outYou’re only worth how much you sellYou’ve come too far, we both agreeJust give the people what they need[Bridge]Will you turn awayOr will you take my place?Does it start to showNow the pressure is on?Will they call my nameWhen it all goes up in flames?Oh, will you be by my side?[Chorus]I want to break my babyYou know she loves to fake itI want to break my baby, yeahOh, hold her downOh, break it down now"
50,A Little Piece of Heaven,Avenged Sevenfold,2007-10-26,True,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl,66,Edu,https://open.spotify.com/track/1BLfQ6dPXmuDrFmbdfW7Jl,0.486,0.881,2,-5.623,0,0.0474,0.0244,0.0,0.429,0.667,144.997,audio_features,1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/tracks/1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/audio-analysis/1BLfQ6dPXmuDrFmbdfW7Jl,480707,4,Avenged Sevenfold,"[Verse 1: M. Shadows]Before the story beginsIs it such a sinFor me to take what's mineUntil the end of time?We were more than friendsBefore the story endsAnd I will take what's mineCreate what God would never design[Verse 2: M. Shadows & The Rev]Our love had been so strong for far too longI was weak with fear that something would go wrongBefore the possibilities came trueI took all possibility from youAlmost laughed myself to tears (Ahahaha)Conjuring her deepest fears (Come here you fucking bitch)Must have stabbed her fifty fucking timesI can't believe itRipped her heart out right before her eyesEyes over easy, eat it, eat it, eat itShe was never this good in bed even when she was sleepingNow she's just so perfect, I've never been quite so fucking deep in herIt goes on and on, and onI can keep you looking young and preserved foreverWith a fountain to spray on your youth whenever[Chorus: M. Shadows]'Cause I really always knew that my little crime would be coldThat's why I got a heater for your thighsAnd I know, I know it's not your time but bye, byeAnd a word to the wise when the fire diesYou think it's over but it's just begunBaby don't cryYou had my heart, at least for the most part'Cause everybody's gotta die sometimeWe fell apart, let's make a new start'Cause everybody's gotta die sometime, yeah yeahBut baby don't cry[Verse 3: M. Shadows & The Rev]Now possibilities I'd never consideredAre occurring the likes of which I'd never heardNow an angry soul comes back from beyond the graveTo repossess a body with which I misbehaveSmiling right from ear to earAlmost laughed herself to tearsMust have stabbed him fifty fucking timesI can't believe itRipped his heart out right before his eyesEyes over easy, eat it, eat it, eat it (Eat the shit out of it)Now that it's done, I realize the error of my waysI must venture back to apologizeFrom somewhere far beyond the graveI gotta make up for what I've done'Cause I was all up in a piece of heavenWhile you burned in hell, no peace forever"
51,Renegades,X Ambassadors,2015-06-30,False,spotify:track:46GGxd8TVRt6FjUBfCavVT,0,Edu,https://open.spotify.com/track/46GGxd8TVRt6FjUBfCavVT,0.514,0.858,2,-5.995,1,0.0896,0.0127,0.0528,0.251,0.6,89.833,audio_features,46GGxd8TVRt6FjUBfCavVT,https://api.spotify.com/v1/tracks/46GGxd8TVRt6FjUBfCavVT,https://api.spotify.com/v1/audio-analysis/46GGxd8TVRt6FjUBfCavVT,195199,4,X Ambassadors,"[Verse 1]Run away-ay with me (La la la, la la la, la la la)Lost souls in revelry (Hey, la la la, la la la, la la la)Running wild and running free (La la la, la la la, la la la)Two kids, you and me (Hey, la la la, la la la, la la la)[Chorus]And I sayHey, hey hey heyLivin' like we're renegadesHey hey heyHey hey heyLivin' like we're renegadesRenegades, renegades[Verse 2]Long live the pioneers (La la la, la la la, la la la)Rebels and mutineers (Hey, la la la, la la la, la la la)Go forth and have no fear (La la la, la la la, la la la)Come close and lend an ear (Hey, la la la, la la la, la la la)[Chorus]And I sayHey, hey hey heyLivin' like we're renegadesHey hey heyHey hey heyLivin' like we're renegadesRenegades, renegades[Verse 3]All hail the underdogsAll hail the new kidsAll hail the outlaws (Hey)Spielbergs and Kubricks[Verse 4]It's our time to make a moveIt's our time to make amendsIt's our time to break the rules (Hey)Let's begin"
52,Down South,"['Jeremy Loops', 'Motheo Moleko']",2016-02-26,False,spotify:track:56kZQdPc8OUBytyxqCwhXG,0,Edu,https://open.spotify.com/track/56kZQdPc8OUBytyxqCwhXG,0.559,0.779,1,-5.525,1,0.0588,0.0835,0.0,0.191,0.677,84.862,audio_features,56kZQdPc8OUBytyxqCwhXG,https://api.spotify.com/v1/tracks/56kZQdPc8OUBytyxqCwhXG,https://api.spotify.com/v1/audio-analysis/56kZQdPc8OUBytyxqCwhXG,241107,4,Jeremy Loops,"[Intro: Jeremy Loops]Whining man, you, get away from meWe seem happily, he take it from meWhining man, you, get away from meWe seem happily, he take it from meWhining man, you, get away from meWe seem happily, he take it from meWhining man, you, get away from meWe seem happily, he take it from meWhining man, you, get away from meWe seem happily, he take it from meWhining man, you, get away from meWe seem happily, he take it from me[Chorus: Jeremy Loops]I didn't want to leave you down southWhen I said that I will call you, squeeze you a little bit of loveI didn't want to but it's good to see youTell me how you're doingI didn't want to leave you down southWhen I said that I will call you, squeeze you a little bit of loveI didn't want toAnyway[Verse 1: Jeremy Loops]And in the light of dayI didn't know thisAnd everything she wasI didn't show thisAnd in the light of dayI didn't know youBut I wanted you to stay and I didn't wanna goI wouldn't take it away from you, no no[Chorus: Jeremy Loops]I didn't want to leave you down southWhen I said that I will call you, squeeze you a little bit of loveI didn't want to but it's good to see youTell me how you're doing (Cape Town, how you doing?)I didn't want to leave you down southWhen I said that I will call you, squeeze you a little bit of loveI didn't want toAnyway"
53,Holding on to You,Twenty One Pilots,2013-01-08,False,spotify:track:3C3cr2JQwXIhqAHqOardVO,64,Edu,https://open.spotify.com/track/3C3cr2JQwXIhqAHqOardVO,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996,audio_features,3C3cr2JQwXIhqAHqOardVO,https://api.spotify.com/v1/tracks/3C3cr2JQwXIhqAHqOardVO,https://api.spotify.com/v1/audio-analysis/3C3cr2JQwXIhqAHqOardVO,263733,4,Twenty One Pilots,"[Verse 1]I'm taking over my body, back in control, no more ""shotty""I bet a lot of me was lost, ""T""'s uncrossed and ""I""'s undottedI fought it a lot and it seems a lot like flesh is all I gotNot any more, flesh out the door, SWAT!I must've forgot, you can't trust meI'm open a moment and closed when you show itBefore you know it, I'm lost at seaAnd now that I write and think about it and the story unfoldsYou should take my life, you should take my soul[Chorus]You are surrounding, all my surroundingsSounding down the mountain range of my left-side brainYou are surrounding, all my surroundingsTwisting the kaleidoscope behind both of my eyesAnd I'll be holding on to youAnd I'll be holding on to you[Verse 2]Remember the moment you know exactly where you're goin''Cause the next moment before you know itTime is slowin' and it's frozen stillAnd the windowsill looks really nice, right?You think twice about your life, it probably happens at night, right?Fight it, take the pain, ignite itTie a noose around your mind, loose enough to breathe fineAnd tie it to a tree tell it, ""You belong to meThis ain't a noose, this is a leashAnd I have news for you, you must obey me!""[Chorus]You are surrounding, all my surroundingsSounding down the mountain range of my left-side brainYou are surrounding, all my surroundingsTwisting the kaleidoscope behind both of my eyes"
54,Heavydirtysoul,Twenty One Pilots,2015-05-15,False,spotify:track:7i9763l5SSfOnqZ35VOcfy,68,Edu,https://open.spotify.com/track/7i9763l5SSfOnqZ35VOcfy,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,audio_features,7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/tracks/7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy,234813,4,Twenty One Pilots,"[Instrumental Intro][Verse 1]There's an infestation in my mind's imaginationI hope that they choke on smoke'Cause I'm smokin' them out the basementThis is not rap, this is not hip-hopJust another attempt to make the voices stopRappin' to prove nothin', just writin' to say somethin''Cause I wasn't the only one who wasn't rushin' to sayin' nothin'This doesn't mean I lost my dreamIt's just right now I got a really crazy mind to clean[Pre-Chorus]Gangsters don't cry, therefore, therefore I'mMr. Misty-eyed, therefore I'm (I'm)[Chorus]Can you save, can you save myCan you save my heavydirtysoul?Can you save, can you save myCan you save my heavydirtysoul?For me, for me (Uh)Can you save my heavydirtysoul?For me, for me (Uh)Can you save my heavydirtysoul?[Verse 2]Nah, I didn't understand a thing you saidIf I didn't know better, I'd guess you're all already deadMindless zombies walkin' around with a limp an' a hunchSayin' stuff like, ""You only live once""You've got one time to figure it outOne time to twist and one time to shoutOne time to think and I say we start nowSing it with me if you know what I'm talkin' about[Pre-Chorus]Gangsters don't cry, therefore, therefore I'mMr. Misty-eyed, therefore I'm (I'm)"
55,Car Radio,Twenty One Pilots,2013-01-08,False,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,69,Edu,https://open.spotify.com/track/5cbpoIu3YjoOwbBDGUEp3P,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,audio_features,5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/tracks/5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/audio-analysis/5cbpoIu3YjoOwbBDGUEp3P,267720,4,Twenty One Pilots,"[Chorus]I ponder of something greatMy lungs will fill and then deflateThey fill with fire, exhale desireI know it's dire, my time todayI have these thoughts so often, I oughtTo replace that slot with what I once bought'Cause somebody stole my car radioAnd now I just sit in silence[Verse 1]Sometimes quiet is violentI find it hard to hide it, my pride is no longer insideIt's on my sleeve, my skin will screamReminding me of who I killed inside my dreamI hate this car that I'm driving, there's no hiding for meI'm forced to deal with what I feelThere is no distraction to mask what is realI could pull the steering wheel[Chorus]I have these thoughts so often, I oughtTo replace that slot with what I once bought'Cause somebody stole my car radioAnd now I just sit in silence[Verse 2]I ponder of something terrifying'Cause this time there's no sound to hide behindI find over the course of our human existenceOne thing consists of consistenceAnd it's that we're all battling fearOh dear, I don't know if we know why we're hereOh my, too deep, please stop thinkingI liked it better when my car had soundThere are things we can doBut from the things that work there are only twoAnd from the two that we choose to doPeace will win and fear will loseAnd there's faith and there's sleepWe need to pick one please becauseFaith is to be awake and to be awake is for us to thinkAnd for us to think is to be aliveAnd I will try with every rhymeTo come across like I am dyingTo let you know you need to try to think"
57,Put Me Thru,Anderson .Paak,2016-01-15,True,spotify:track:06espoEuN2Ny4UqCYAVOCY,46,Edu,https://open.spotify.com/track/06espoEuN2Ny4UqCYAVOCY,0.732,0.789,5,-3.717,0,0.0476,0.0459,3.11e-05,0.123,0.607,107.978,audio_features,06espoEuN2Ny4UqCYAVOCY,https://api.spotify.com/v1/tracks/06espoEuN2Ny4UqCYAVOCY,https://api.spotify.com/v1/audio-analysis/06espoEuN2Ny4UqCYAVOCY,160760,4,Anderson Paak,"[Verse 1: Anderson .Paak]Why the hell would you run this game?Both my hands are tiedAfraid of thinking I dug my own graveFuck around with thisStrange and elusive, too afraid to lose itI don't mind this painMost niggas want you for your candyThey'll never know just how long it takesI wave my own prideAnd put it all on the line[Chorus: Anderson .Paak]There I go, volunteering punishmentSelf inflicted pain, sickness over usedWay over usedHere I stay, hey, time to timeIt must be what you put me through, haIt must be what you put me through[Verse 2: Anderson .Paak]A little while longerA bit more timeWhy would you run these thoughts across my mind?Please, relieve meAs cool as I remainThere's a point in which I'll lose my self restraintSay, love, most niggas would've left you lonelyI fancy throwin' it all awayI see it to my own demiseHow much longer will I let it ride?[Chorus: Anderson .Paak]There I go, volunteering punishmentSelf inflicted pain, sickness over usedWill I let it ride? (Here I stay)Here I stay, time to timeIt must be what you put me through (Yeah, time to time)It must be what you put me through"
61,Buffalo Soldier,Bob Marley & The Wailers,1983,False,spotify:track:7BfW1eoDh27W69nxsmRicb,71,Fer,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,audio_features,7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/audio-analysis/7BfW1eoDh27W69nxsmRicb,255840,4,Bob Marley and The Wailers,"[Verse 1]Buffalo soldier, dreadlocked rastaThere was a Buffalo Soldier in the heart of AmericaStolen from Africa, brought to AmericaFighting on arrival, fighting for survivalI mean it, when I analyse the stenchTo me it makes a lot of senseHow the dreadlocked rasta was a Buffalo Soldier[Verse 2]And he was taken from Africa, brought to AmericaFighting on arrival, fighting for survivalSaid it was a Buffalo Soldier, dreadlocked RastaBuffalo Soldier in the heart of America[Verse 3]If you know your historyThen you would know where you're coming fromThen you wouldn't have to ask meWho the 'eck do I think I am[Verse 4]I'm just a Buffalo Soldier in the heart of AmericaStolen from Africa, brought to AmericaSaid he was fighting on arrival, fighting for survivalSaid he was a Buffalo Soldier, in the war for AmericaSaid he, woy yoy yoy, woy yoy-yoy yoyWoy yoy yoy yoy, yoy yoy-yoy yoy!Woy yoy yoy, woy yoy-yoy yoyWoy yoy yoy yoy, yoy yoy-yoy yoy![Verse 5]Buffalo Soldier troddin' through the land, wo-ho-ooh!Said he want to ran and then you want a handTroddin' through the land, yea-hea, yea-eaSaid he was a Buffalo Soldier in the war for AmericaBuffalo Soldier, dreadlocked RastaFighting on arrival, fighting for survivalDriven from the mainland to the heart of the Caribbean"
62,Three Little Birds,Bob Marley & The Wailers,1977-01-03,False,spotify:track:6A9mKXlFRPMPem6ygQSt7z,77,Fer,https://open.spotify.com/track/6A9mKXlFRPMPem6ygQSt7z,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,audio_features,6A9mKXlFRPMPem6ygQSt7z,https://api.spotify.com/v1/tracks/6A9mKXlFRPMPem6ygQSt7z,https://api.spotify.com/v1/audio-analysis/6A9mKXlFRPMPem6ygQSt7z,180267,4,Bob Marley and The Wailers,"[Hook]""Don't worry about a thing'Cause every little thing is gonna be alright""Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright!""[Chorus]Rise up this morning, smiled with the rising sunThree little birds pitch by my doorstepSinging sweet songs of melodies pure and trueSaying, ""This is my message to you-ou-ou""[Hook]Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright""Singing, ""Don't worry about a thing (Don't worry)'Cause every little thing is gonna be alright!""[Chorus]Rise up this morning, smiled with the rising sunThree little birds pitch by my doorstepSinging sweet songs of melodies pure and trueSaying, ""This is my message to you-ou-ou""[Hook]Singing, ""Don't worry about a thing (Worry about a thing, oh)'Cause every little thing is gonna be alright (Don't worry)Singing, ""Don't worry about a thing (I won't worry)'Cause every little thing is gonna be alright!""Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright (I won't worry)Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright!""Singing, ""Don't worry about a thing (Don't worry about a thing)'Cause every little thing is gonna be alright"
63,Endless Summer,Cascada,2006,False,spotify:track:1xHlJeHGvk03LdotjC0DaN,28,Fer,https://open.spotify.com/track/1xHlJeHGvk03LdotjC0DaN,0.589,0.965,9,-7.314,1,0.0455,0.00418,0.0754,0.254,0.71,139.996,audio_features,1xHlJeHGvk03LdotjC0DaN,https://api.spotify.com/v1/tracks/1xHlJeHGvk03LdotjC0DaN,https://api.spotify.com/v1/audio-analysis/1xHlJeHGvk03LdotjC0DaN,204448,4,Cascada,"[Verse 1]It feels like paradiseThe world is closing in, it feels so rightI start to fantasize about what we're getting in'Cause now you're mineThis is our time[Chorus]It's an endless summerBoy, I want you close to meIn an endless summerWe'll make love and we'll be freeIt's an endless summerBoy, I want you close to meIn an endless summerNow it's time for you and meEndless summer[Verse 2]My heart beat's stronger nowNow you're by my side, I hold you tightPlease let me show you howWe'll grab a ray of light, 'cause now you're mineThis is our time[Chorus]Endless summerBoy, I want you close to meIn an endless summerWe'll make love and we'll be freeIt's an endless summerBoy, I want you close to meIn an endless summerNow it's time for you and me[Outro]Endless summerEndless summer"
64,Drop It Like Its Hot,"['Snoop Dogg', 'Pharrell Williams']",2004-01-01,True,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,76,Fer,https://open.spotify.com/track/2NBQmPrOEEjA8VbeWOQGxO,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4,Snoop Dogg,"[Produced by The Neptunes][Intro]SnooooooooooopSnooooooooooop[Chorus: Snoop Dogg]When the pimp's in the crib, ma (Drop it like it's hotDrop it like it's hot, drop it like it's hot)When the pigs try to get at ya (Park it like it's hotPark it like it's hot, park it like it's hot)And if a nigga get a attitude (Pop it like it's hotPop it like it's hot, pop it like it's hot)I got the Rollie on my arm, and I'm pourin' ChandonAnd I roll the best weed 'cause I got it goin' on[Verse 1: Pharrell]I'm a nice dude (Uh), with some nice dreams (Yep)See these ice cubes? (Uh) See these Ice Creams?Eligible bachelor, million dollar boatThat's whiter than what's spillin' down your throatThe Phantom, exterior like fish eggsThe interior like suicide-wrist redI can exercise you, this can be your Phys. EdCheat on your man, ma, that's how you get ahizzeadKiller with the beat, I know killers in the streetWith the steel that'll make you feel like Chinchilla in the heatSo don't try to run up on my ear talkin' all thatRaspy shit, tryna ask me shitWhen my niggas fill your vest, they ain't gon' pass me shitYou should think about it—take a second *Ding*Matter-fact, you should take four, BAnd think before you fuck with lil' Skateboard P[Chorus: Snoop Dogg]When the pimp's in the crib, ma (Drop it like it's hotDrop it like it's hot, drop it like it's hot)When the pigs try to get at ya (Park it like it's hotPark it like it's hot, park it like it's hot)And if a nigga get a attitude (Pop it like it's hotPop it like it's hot, pop it like it's hot)I got the Rollie on my arm, and I'm pourin' ChandonAnd I roll the best weed 'cause I got it goin' on"
65,Ride Wit Me,"['Nelly', 'City Spud']",2000-06-27,True,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,75,Fer,https://open.spotify.com/track/3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,audio_features,3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/audio-analysis/3Gf5nttwcX9aaSQXRWidEZ,291782,4,Nelly,"[Intro: Nelly]Where they at? Where they at?Where they at? Where they at?Where they at? Where they at?Where they at? Where they at?Come on, now[Chorus: Nelly]If you wanna go and take a ride with meWe 3-wheeling in the fo' with the gold D'sOh, why do I live this way?(Hey, must be the money!)If you wanna go and get high with meSmoke a L in the back of the Benz-EOh, why must I feel this way?(Hey, must be the money!)[Verse 1: Nelly]In the club on the late night, feeling rightLooking, trying to spot something real niceLooking for a little shorty I noticed so that I can take home(I can take home) She can be18 (18) with an attitudeOr 19, kinda snotty, acting real rudeBut as long as you a thicy-thicy-thic girl you know that it's on(You know that it's on) I peep somethingComing towards me on the dance floor, sexy and real slowSaying she was peeping and I dig the last video""So when Nelly, can we go?"" How could I tell her no?Her measurements was 36-25-34, yelling""I like the way you brush your hairAnd I like those stylish clothes you wearI like the way the light hit the ice and glareAnd I can see you, boo, from way over there""[Chorus: Nelly]If you wanna go and take a ride with meWe 3-wheeling in the fo' with the gold D'sOh, why do I live this way?(Hey, must be the money!)If you wanna go and get high with meSmoke a L in the back of the Benz-EOh, why must I feel this way?(Hey, must be the money!)"
66,Cocody Rock,Alpha Blondy,2013-12-02,False,spotify:track:3LTJjpjOGt6lW8TaenjHlr,53,Fer,https://open.spotify.com/track/3LTJjpjOGt6lW8TaenjHlr,0.796,0.667,6,-6.322,0,0.0983,0.105,8.24e-05,0.0933,0.958,147.372,audio_features,3LTJjpjOGt6lW8TaenjHlr,https://api.spotify.com/v1/tracks/3LTJjpjOGt6lW8TaenjHlr,https://api.spotify.com/v1/audio-analysis/3LTJjpjOGt6lW8TaenjHlr,293960,4,Alpha Blondy,"Rockin' RockerRockin' Rocker from Zion I.CWe're ready ready ready, ready to rockWe are the rockers from Zion Ivory CoastWe're ready ready ready, ready to rockWe sayin'Coco, Coco, is Cocody RockCoco, Coco, is Cocody RastaCoco, Coco now, Cocody RockCoco, Coco, is Cocody RastaSomebody, somebody is working out the sound system(The sound system)Say Jah Jah rythm(Jah Jah rythm)We movin through space and timeBrother Tom fearAin't got nothin', he's beatin' down the bass lineWhy don't you get on board the Zion ExpressWe sayin'Coco, Coco, is Cocody RockCoco, Coco, is Cocody RastaCoco, Coco now, Cocody RockCoco, Coco, is Cocody RastaRockin' in, rockin' outRockin' in, rockin' outWe're gonna rock youIn the night, in the dayWe bound to rock your soulWe positively movin up - ohWeavin' Jah timeNo matter what you say or doJah bound to rock you downThat's why we're sayin'"
67,Unemozione per sempre,Eros Ramazzotti,2003-05-19,False,spotify:track:1Hd8GLavCUUUx3GJdunJ4E,57,Fer,https://open.spotify.com/track/1Hd8GLavCUUUx3GJdunJ4E,0.675,0.823,4,-4.513,1,0.0305,0.0967,0.0,0.265,0.817,119.902,audio_features,1Hd8GLavCUUUx3GJdunJ4E,https://api.spotify.com/v1/tracks/1Hd8GLavCUUUx3GJdunJ4E,https://api.spotify.com/v1/audio-analysis/1Hd8GLavCUUUx3GJdunJ4E,236587,4,Eros Ramazzotti,[Strofa 1]Vorrei poterti ricordare cosìCon quel sorriso acceso d'amoreCome se fosse uscita di colpo lìUn'occhiata di soleVorrei poterti ricordare lo saiCome una storia importante davveroAnche se ha mosso il sentimento che haiSolo un canto leggero[Pre-ritornello]Sto pensando a parole d'addioChe danno un dispiacereMa nel deserto che lasciano dietro séTrovano da bere[Ritornello]Certi amori regalano un'emozione per sempreMomenti che restano così impressi nella menteCerti amori ti lasciano una canzone per sempreParole che restano così nel cuore della gente[Strofa 2]Vorrei poterti dedicare di piùPiù di quel tempo che ti posso dareMa nel mio mondo non ci sei solo tuIo perciò devo andare[Pre-ritornello]Ci sono mari e ci sono collineChe voglio rivedereCi sono amici che aspettano ancora mePer giocare insieme[Ritornello]Certi amori regalano un'emozione per sempreMomenti che restano così impressi nella menteCerti amori ti lasciano una canzone per sempreParole che restano così nel cuore della genteNel cuore della genteCerti amori regalano un'emozione per sempreMomenti belli che restano così impressi nella menteDi quelle che restano così nel cuore della gente
68,La Hora De Bailar,Sandy & Papo,2005-01-01,False,spotify:track:6vPvOIFPhNGH8p4bhNjHHy,42,Fer,https://open.spotify.com/track/6vPvOIFPhNGH8p4bhNjHHy,0.908,0.696,1,-9.499,1,0.0655,0.0953,0.0,0.0395,0.872,133.545,audio_features,6vPvOIFPhNGH8p4bhNjHHy,https://api.spotify.com/v1/tracks/6vPvOIFPhNGH8p4bhNjHHy,https://api.spotify.com/v1/audio-analysis/6vPvOIFPhNGH8p4bhNjHHy,288107,4,Sandy and Papo,"[Letra de ""La Hora de Bailar""][Intro: Sandy MC]Esto es MC, Papo y Sandy, sí[Verso 1: Sandy MC & Papo]Entro en un ritmo contagiosoAplaude, goza, esto no es nada peligrosoCanto Hip Hop Merengue, aunque ahora sea el únicoCalma, calma, que no panda el cúnicoPapo (Heh), con la introducción con emoción en esta canciónEs el boom de la guira y la tamboraY todo va bien hasta ahoraGriten: ""Hey, hoh, hi""¿Qué pasó, qué pasó, mamasai?Aunque anunciando lo sabroso de un merengue revoltosoAhora quiero hablar de los famosos, ventura (aja) pero contó la coco (iehh) la roca pero no te vuelva loco …….. Ey you sandy que pasó whats up[Coro]Jeje es hora de bailar (todo el mundo de pie)Jeje es hora de bailar (esto esta de cayen)Jeje es hora de bailar (ven y vamos jeje)Jeje es hora de bailar (Wannnnn)[Verso 2]Kikiro jo kikira ja, ahora yo de ti me rió y grito jajajaSandy y papo con el merengazo hazme caso o te doy un microfonazoGratis fácil así, te llevo en mi carro te mando en taxiAhora mas despacito un poco mas suavecito las chicas voy entregando el besitoSorpresa fuiste tu la que llamastesAnunciastes hicistes señas pirastes y arriesgastesY jugastes te apostastes a sandy y papo bueno entonces tu ganastesY en primera posición te colocastesCon mc papo y sandy si ya tu gozastesQue no bailaba bueno ya tu empezastesCon mi ritmo sin querer ya comenzastesMira aquí estoy yo que pasa esto es mc papo y sandy si[Coro]Jeje es hora de bailar (todo el mundo de pie)Jeje es hora de bailar (esto esta de cayen)Jeje es hora de bailar (ven y vamos jeje)Jeje es hora de bailar (Wannnnn)Jeje es hora de bailar (todo el mundo de pie)Jeje es hora de bailar (esto esta de cayen)Jeje es hora de bailar (ven y vamos jeje)Jeje es hora de bailar (Mambo)"
