provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;6;4;10;28006004_10_49;2022;1;30;31;T;24;T;17;T;17;T;20;T;24;T;21;T;20;T;19;T;17;T;12;T;7;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;12;28006004_12_8;2022;1;30;148;T;85;T;82;T;140;T;50;T;47;T;92;T;102;T;104;T;73;T;33;T;36;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;14;28006004_14_6;2022;1;30;3;T;5;T;4;T;7;T;11;T;13;T;3;T;3;T;11;T;30;T;53;T;57;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;20;28006004_20_59;2022;1;30;11.6;T;9.7;T;12.1;T;8.9;T;5.4;T;3.7;T;5.9;T;7.3;T;9.3;T;5.9;T;1.6;T;0.9;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;30;28006004_30_59;2022;1;30;1.4;T;1.1;T;1;T;1;T;0.9;T;0.7;T;1.1;T;1.3;T;1.2;T;0.9;T;0.6;T;0.5;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;42;28006004_42_2;2022;1;30;1.6;T;1.6;T;1.6;T;1.5;T;1.6;T;1.6;T;2.3;T;2;T;1.9;T;1.5;T;1.5;T;1.4;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;44;28006004_44_2;2022;1;30;0.3;T;0.2;T;0.2;T;0.2;T;0.2;T;0.2;T;0.6;T;0.4;T;0.4;T;0.2;T;0.1;T;0.1;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;6;4;431;28006004_431_59;2022;1;30;10.5;T;7.7;T;8.2;T;6.7;T;5.4;T;2.7;T;3.2;T;5.3;T;5.8;T;3.4;T;0.9;T;0.6;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;7;28065014_7_8;2022;1;30;43;T;30;T;21;T;22;T;6;T;10;T;26;T;37;T;49;T;34;T;29;T;15;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;8;28065014_8_8;2022;1;30;78;T;71;T;66;T;65;T;54;T;55;T;58;T;60;T;60;T;52;T;48;T;34;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;9;28065014_9_49;2022;1;30;19;T;16;T;18;T;13;T;15;T;10;T;11;T;11;T;11;T;13;T;13;T;11;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;10;28065014_10_49;2022;1;30;34;T;25;T;24;T;24;T;25;T;18;T;15;T;16;T;19;T;27;T;25;T;18;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;12;28065014_12_8;2022;1;30;144;T;118;T;99;T;98;T;64;T;70;T;97;T;117;T;136;T;104;T;92;T;57;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;65;14;14;28065014_14_6;2022;1;30;1;T;1;T;1;T;1;T;4;T;1;T;1;T;2;T;6;T;17;T;27;T;42;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;7;28067001_7_8;2022;1;30;4;T;2;T;2;T;1;T;1;T;2;T;3;T;5;T;11;T;5;T;5;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;8;28067001_8_8;2022;1;30;36;T;24;T;20;T;12;T;11;T;14;T;27;T;32;T;24;T;12;T;15;T;10;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;10;28067001_10_49;2022;1;30;30;T;19;T;24;T;15;T;4;T;3;T;8;T;7;T;4;T;1;T;2;T;13;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;12;28067001_12_8;2022;1;30;43;T;27;T;24;T;14;T;13;T;17;T;32;T;39;T;41;T;20;T;22;T;14;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;67;1;14;28067001_14_6;2022;1;30;7;T;14;T;16;T;22;T;24;T;19;T;8;T;6;T;19;T;46;T;64;T;78;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;7;28007004_7_8;2022;1;30;4;T;2;T;2;T;2;T;2;T;2;T;2;T;2;T;7;T;11;T;15;T;20;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;8;28007004_8_8;2022;1;30;54;T;38;T;31;T;21;T;18;T;19;T;22;T;24;T;34;T;34;T;39;T;46;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;9;28007004_9_49;2022;1;30;12;T;10;T;8;T;7;T;6;T;6;T;4;T;6;T;5;T;4;T;2;T;5;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;12;28007004_12_8;2022;1;30;60;T;41;T;34;T;24;T;21;T;22;T;25;T;28;T;44;T;51;T;61;T;77;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;7;4;14;28007004_14_6;2022;1;30;22;T;34;T;39;T;46;T;47;T;47;T;46;T;44;T;37;T;38;T;37;T;33;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;7;28074007_7_8;2022;1;30;47;T;18;T;20;T;9;T;18;T;12;T;15;T;28;T;40;T;26;T;22;T;26;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;8;28074007_8_8;2022;1;30;81;T;71;T;66;T;57;T;58;T;49;T;49;T;62;T;62;T;52;T;48;T;53;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;9;28074007_9_49;2022;1;30;40;T;31;T;2;T;1;T;6;T;13;T;8;T;28;T;22;T;3;T;1;T;4;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;10;28074007_10_49;2022;1;30;38;T;25;T;22;T;22;T;17;T;17;T;19;T;23;T;30;T;14;T;16;T;17;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;12;28074007_12_8;2022;1;30;153;T;99;T;96;T;71;T;85;T;67;T;72;T;104;T;123;T;93;T;82;T;93;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;74;7;14;28074007_14_6;2022;1;30;1;T;1;T;1;T;4;T;4;T;6;T;6;T;2;T;6;T;19;T;28;T;30;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;7;28080003_7_8;2022;1;30;4;T;2;T;1;T;2;T;1;T;1;T;1;T;1;T;2;T;6;T;5;T;6;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;8;28080003_8_8;2022;1;30;61;T;38;T;29;T;12;T;11;T;14;T;11;T;13;T;16;T;15;T;14;T;18;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;10;28080003_10_49;2022;1;30;18;T;14;T;14;T;13;T;11;T;8;T;5;T;4;T;3;T;4;T;4;T;5;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;12;28080003_12_8;2022;1;30;68;T;41;T;31;T;15;T;13;T;16;T;13;T;15;T;19;T;24;T;22;T;28;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;80;3;14;28080003_14_6;2022;1;30;21;T;36;T;41;T;55;T;58;T;55;T;58;T;56;T;55;T;57;T;59;T;56;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;7;28009001_7_8;2022;1;30;1;T;1;T;1;T;1;T;1;T;2;T;1;T;2;T;4;T;2;T;3;T;4;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;8;28009001_8_8;2022;1;30;9;T;5;T;6;T;5;T;4;T;7;T;9;T;13;T;11;T;6;T;8;T;9;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;9;28009001_9_49;2022;1;30;10;T;10;T;8;T;7;T;6;T;6;T;6;T;5;T;2;T;1;T;1;T;1;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;12;28009001_12_8;2022;1;30;11;T;7;T;8;T;7;T;6;T;10;T;11;T;16;T;17;T;8;T;12;T;15;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;14;28009001_14_6;2022;1;30;63;T;67;T;66;T;64;T;64;T;66;T;63;T;60;T;61;T;67;T;70;T;71;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;1;28092005_1_38;2022;1;30;4;T;3;T;3;T;2;T;2;T;2;T;2;T;2;T;3;T;2;T;3;T;3;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;6;28092005_6_48;2022;1;30;0.8;T;0.6;T;0.6;T;0.4;T;0.4;T;0.5;T;0.5;T;0.4;T;0.5;T;0.5;T;0.5;T;0.5;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;7;28092005_7_8;2022;1;30;90;T;29;T;17;T;1;T;1;T;1;T;1;T;5;T;13;T;9;T;12;T;13;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;8;28092005_8_8;2022;1;30;100;T;78;T;65;T;28;T;20;T;24;T;40;T;44;T;50;T;38;T;41;T;39;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;10;28092005_10_49;2022;1;30;34;T;44;T;28;T;22;T;9;T;8;T;11;T;13;T;11;T;9;T;12;T;17;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;12;28092005_12_8;2022;1;30;237;T;122;T;91;T;30;T;22;T;26;T;42;T;51;T;69;T;51;T;59;T;58;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;92;5;14;28092005_14_6;2022;1;30;1;T;7;T;14;T;43;T;50;T;47;T;30;T;26;T;21;T;38;T;42;T;48;T;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
